,speaker,dialogue,sentences,sentiment,entities,tokens
328,Loki,My first command cannot be to undo the All-Father's last. We're on the brink of war with Jotunheim. Our people need a sense of continuity in order to feel safe in these difficult times. All of us must stand together. For the good of Asgard.,"[{'content': u""My first command cannot be to undo the All-Father's last."", 'begin': 0, 'score': 0.2, 'magnitude': 0.2}, {'content': u""We're on the brink of war with Jotunheim."", 'begin': 58, 'score': 0.4, 'magnitude': 0.4}, {'content': u'Our people need a sense of continuity in order to feel safe in these difficult times.', 'begin': 100, 'score': -0.3, 'magnitude': 0.3}, {'content': u'All of us must stand together.', 'begin': 186, 'score': 0.4, 'magnitude': 0.4}, {'content': u'For the good of Asgard.', 'begin': 217, 'score': 0.4, 'magnitude': 0.4}]","{'score': 0.2, 'magnitude': 1.8}","[{'salience': 0.41926324, 'meta': {}, 'type': u'OTHER', 'name': u'command', 'mentions': [u'command']}, {'salience': 0.13868539, 'meta': {}, 'type': u'OTHER', 'name': u'last', 'mentions': [u'last']}, {'salience': 0.082912765, 'meta': {u'mid': u'/m/0bg7ck', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Annam_(Dungeons_%26_Dragons)'}, 'type': u'PERSON', 'name': u'All-Father', 'mentions': [u'All-Father']}, {'salience': 0.04740682, 'meta': {}, 'type': u'EVENT', 'name': u'war', 'mentions': [u'war']}, {'salience': 0.04716396, 'meta': {}, 'type': u'PERSON', 'name': u'people', 'mentions': [u'people']}, {'salience': 0.04681007, 'meta': {}, 'type': u'OTHER', 'name': u'brink', 'mentions': [u'brink']}, {'salience': 0.043159585, 'meta': {}, 'type': u'OTHER', 'name': u'continuity', 'mentions': [u'continuity']}, {'salience': 0.043159585, 'meta': {}, 'type': u'OTHER', 'name': u'order', 'mentions': [u'order']}, {'salience': 0.036131453, 'meta': {}, 'type': u'OTHER', 'name': u'sense', 'mentions': [u'sense']}, {'salience': 0.0321066, 'meta': {}, 'type': u'OTHER', 'name': u'All', 'mentions': [u'All']}, {'salience': 0.028033007, 'meta': {u'mid': u'/m/04269', u'wikipedia_url': u'http://en.wikipedia.org/wiki/J%C3%B6tunheimr'}, 'type': u'OTHER', 'name': u'Jotunheim', 'mentions': [u'Jotunheim']}, {'salience': 0.02212423, 'meta': {}, 'type': u'OTHER', 'name': u'good', 'mentions': [u'good']}, {'salience': 0.013043293, 'meta': {u'mid': u'/m/0q3c', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Asgard'}, 'type': u'LOCATION', 'name': u'Asgard', 'mentions': [u'Asgard']}]","[{'index': 2, 'begin': 0, 'pos': u'PRON', 'label': u'POSS', 'content': u'My', 'lemma': u'My'}, {'index': 2, 'begin': 3, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'first', 'lemma': u'first'}, {'index': 5, 'begin': 9, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'command', 'lemma': u'command'}, {'index': 5, 'begin': 17, 'pos': u'VERB', 'label': u'AUX', 'content': u'can', 'lemma': u'can'}, {'index': 5, 'begin': 20, 'pos': u'ADV', 'label': u'NEG', 'content': u'not', 'lemma': u'not'}, {'index': 5, 'begin': 24, 'pos': u'VERB', 'label': u'ROOT', 'content': u'be', 'lemma': u'be'}, {'index': 7, 'begin': 27, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 5, 'begin': 30, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'undo', 'lemma': u'undo'}, {'index': 11, 'begin': 35, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 11, 'begin': 39, 'pos': u'NOUN', 'label': u'NN', 'content': u'All', 'lemma': u'All'}, {'index': 11, 'begin': 42, 'pos': u'PUNCT', 'label': u'P', 'content': u'-', 'lemma': u'-'}, {'index': 13, 'begin': 43, 'pos': u'NOUN', 'label': u'POSS', 'content': u'Father', 'lemma': u'Father'}, {'index': 11, 'begin': 49, 'pos': u'PRT', 'label': u'PS', 'content': u""'s"", 'lemma': u""'s""}, {'index': 7, 'begin': 52, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'last', 'lemma': u'last'}, {'index': 5, 'begin': 56, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 16, 'begin': 58, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'We', 'lemma': u'We'}, {'index': 16, 'begin': 60, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'re"", 'lemma': u'be'}, {'index': 16, 'begin': 64, 'pos': u'ADP', 'label': u'PREP', 'content': u'on', 'lemma': u'on'}, {'index': 19, 'begin': 67, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 17, 'begin': 71, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'brink', 'lemma': u'brink'}, {'index': 19, 'begin': 77, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 20, 'begin': 80, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'war', 'lemma': u'war'}, {'index': 19, 'begin': 84, 'pos': u'ADP', 'label': u'PREP', 'content': u'with', 'lemma': u'with'}, {'index': 22, 'begin': 89, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Jotunheim', 'lemma': u'Jotunheim'}, {'index': 16, 'begin': 98, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 26, 'begin': 100, 'pos': u'PRON', 'label': u'POSS', 'content': u'Our', 'lemma': u'Our'}, {'index': 27, 'begin': 104, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'people', 'lemma': u'person'}, {'index': 27, 'begin': 111, 'pos': u'VERB', 'label': u'ROOT', 'content': u'need', 'lemma': u'need'}, {'index': 29, 'begin': 116, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 27, 'begin': 118, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'sense', 'lemma': u'sense'}, {'index': 29, 'begin': 124, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 30, 'begin': 127, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'continuity', 'lemma': u'continuity'}, {'index': 27, 'begin': 138, 'pos': u'ADP', 'label': u'PREP', 'content': u'in', 'lemma': u'in'}, {'index': 32, 'begin': 141, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'order', 'lemma': u'order'}, {'index': 35, 'begin': 147, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 33, 'begin': 150, 'pos': u'VERB', 'label': u'VMOD', 'content': u'feel', 'lemma': u'feel'}, {'index': 35, 'begin': 155, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'safe', 'lemma': u'safe'}, {'index': 35, 'begin': 160, 'pos': u'ADP', 'label': u'PREP', 'content': u'in', 'lemma': u'in'}, {'index': 40, 'begin': 163, 'pos': u'DET', 'label': u'DET', 'content': u'these', 'lemma': u'these'}, {'index': 40, 'begin': 169, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'difficult', 'lemma': u'difficult'}, {'index': 37, 'begin': 179, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'times', 'lemma': u'time'}, {'index': 27, 'begin': 184, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 46, 'begin': 186, 'pos': u'DET', 'label': u'NSUBJ', 'content': u'All', 'lemma': u'All'}, {'index': 42, 'begin': 190, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 43, 'begin': 193, 'pos': u'PRON', 'label': u'POBJ', 'content': u'us', 'lemma': u'us'}, {'index': 46, 'begin': 196, 'pos': u'VERB', 'label': u'AUX', 'content': u'must', 'lemma': u'must'}, {'index': 46, 'begin': 201, 'pos': u'VERB', 'label': u'ROOT', 'content': u'stand', 'lemma': u'stand'}, {'index': 46, 'begin': 207, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'together', 'lemma': u'together'}, {'index': 46, 'begin': 215, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 49, 'begin': 217, 'pos': u'ADP', 'label': u'ROOT', 'content': u'For', 'lemma': u'For'}, {'index': 51, 'begin': 221, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 49, 'begin': 225, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'good', 'lemma': u'good'}, {'index': 51, 'begin': 230, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 52, 'begin': 233, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Asgard', 'lemma': u'Asgard'}, {'index': 49, 'begin': 239, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
329,narrator,"Sif stands to say something, but Fandral stops her","[{'content': u'Sif stands to say something, but Fandral stops her', 'begin': 0, 'score': -0.2, 'magnitude': 0.2}]","{'score': -0.2, 'magnitude': 0.2}","[{'salience': 0.6262952, 'meta': {u'mid': u'/m/09mnx6', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Sif_(comics)'}, 'type': u'OTHER', 'name': u'Sif', 'mentions': [u'Sif']}, {'salience': 0.3139301, 'meta': {}, 'type': u'OTHER', 'name': u'something', 'mentions': [u'something']}, {'salience': 0.059774715, 'meta': {u'mid': u'/m/09hgp2', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Fandral'}, 'type': u'PERSON', 'name': u'Fandral', 'mentions': [u'Fandral']}]","[{'index': 1, 'begin': 0, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Sif', 'lemma': u'Sif'}, {'index': 1, 'begin': 4, 'pos': u'VERB', 'label': u'ROOT', 'content': u'stands', 'lemma': u'stand'}, {'index': 3, 'begin': 11, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 1, 'begin': 14, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'say', 'lemma': u'say'}, {'index': 3, 'begin': 18, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'something', 'lemma': u'something'}, {'index': 1, 'begin': 27, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 1, 'begin': 29, 'pos': u'CONJ', 'label': u'CC', 'content': u'but', 'lemma': u'but'}, {'index': 8, 'begin': 33, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Fandral', 'lemma': u'Fandral'}, {'index': 1, 'begin': 41, 'pos': u'VERB', 'label': u'CONJ', 'content': u'stops', 'lemma': u'stop'}, {'index': 8, 'begin': 47, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'her', 'lemma': u'her'}]"
330,Fandral,"Yes, of course.","[{'content': u'Yes, of course.', 'begin': 0, 'score': 0.3, 'magnitude': 0.3}]","{'score': 0.3, 'magnitude': 0.3}","[{'salience': 1, 'meta': {}, 'type': u'OTHER', 'name': u'course', 'mentions': [u'course']}]","[{'index': 3, 'begin': 0, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'Yes', 'lemma': u'Yes'}, {'index': 3, 'begin': 3, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 3, 'begin': 5, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'of', 'lemma': u'of'}, {'index': 3, 'begin': 8, 'pos': u'ADV', 'label': u'ROOT', 'content': u'course', 'lemma': u'course'}, {'index': 3, 'begin': 14, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
331,Loki,Good. You then awaiten for my word.,"[{'content': u'Good.', 'begin': 0, 'score': 0.6, 'magnitude': 0.6}, {'content': u'You then awaiten for my word.', 'begin': 6, 'score': -0.1, 'magnitude': 0.1}]","{'score': 0.2, 'magnitude': 0.7}","[{'salience': 1, 'meta': {}, 'type': u'OTHER', 'name': u'word', 'mentions': [u'word']}]","[{'index': 0, 'begin': 0, 'pos': u'ADJ', 'label': u'ROOT', 'content': u'Good', 'lemma': u'Good'}, {'index': 0, 'begin': 4, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 4, 'begin': 6, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'You', 'lemma': u'You'}, {'index': 4, 'begin': 10, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'then', 'lemma': u'then'}, {'index': 4, 'begin': 15, 'pos': u'VERB', 'label': u'ROOT', 'content': u'awaiten', 'lemma': u'awaiten'}, {'index': 4, 'begin': 23, 'pos': u'ADP', 'label': u'PREP', 'content': u'for', 'lemma': u'for'}, {'index': 7, 'begin': 27, 'pos': u'PRON', 'label': u'POSS', 'content': u'my', 'lemma': u'my'}, {'index': 5, 'begin': 30, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'word', 'lemma': u'word'}, {'index': 4, 'begin': 34, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
332,Volstagg,"If I may, beg the indulgence of your majesty to perhaps reconsider...","[{'content': u'If I may, beg the indulgence of your majesty to perhaps reconsider...', 'begin': 0, 'score': -0.3, 'magnitude': 0.3}]","{'score': -0.3, 'magnitude': 0.3}","[{'salience': 0.5201556, 'meta': {}, 'type': u'OTHER', 'name': u'indulgence', 'mentions': [u'indulgence']}, {'salience': 0.4798444, 'meta': {}, 'type': u'OTHER', 'name': u'majesty', 'mentions': [u'majesty']}]","[{'index': 4, 'begin': 0, 'pos': u'ADP', 'label': u'MARK', 'content': u'If', 'lemma': u'If'}, {'index': 4, 'begin': 3, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I'}, {'index': 4, 'begin': 5, 'pos': u'VERB', 'label': u'AUX', 'content': u'may', 'lemma': u'may'}, {'index': 4, 'begin': 8, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 4, 'begin': 10, 'pos': u'VERB', 'label': u'ROOT', 'content': u'beg', 'lemma': u'beg'}, {'index': 6, 'begin': 14, 'pos': u'DET', 'label': u'DET', 'content': u'the', 'lemma': u'the'}, {'index': 4, 'begin': 18, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'indulgence', 'lemma': u'indulgence'}, {'index': 6, 'begin': 29, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 9, 'begin': 32, 'pos': u'PRON', 'label': u'POSS', 'content': u'your', 'lemma': u'your'}, {'index': 7, 'begin': 37, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'majesty', 'lemma': u'majesty'}, {'index': 12, 'begin': 45, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 12, 'begin': 48, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'perhaps', 'lemma': u'perhaps'}, {'index': 4, 'begin': 56, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'reconsider', 'lemma': u'reconsider'}, {'index': 4, 'begin': 66, 'pos': u'PUNCT', 'label': u'P', 'content': u'..', 'lemma': u'..'}, {'index': 4, 'begin': 68, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
333,Loki,We're done!,"[{'content': u""We're done!"", 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}",[],"[{'index': 2, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJPASS', 'content': u'We', 'lemma': u'We'}, {'index': 2, 'begin': 2, 'pos': u'VERB', 'label': u'AUXPASS', 'content': u""'re"", 'lemma': u'be'}, {'index': 2, 'begin': 6, 'pos': u'VERB', 'label': u'ROOT', 'content': u'done', 'lemma': u'do'}, {'index': 2, 'begin': 10, 'pos': u'PUNCT', 'label': u'P', 'content': u'!', 'lemma': u'!'}]"
334,narrator,walking into a pet shop,"[{'content': u'walking into a pet shop', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.1, 'magnitude': 0.1}","[{'salience': 1, 'meta': {}, 'type': u'LOCATION', 'name': u'pet shop', 'mentions': [u'pet shop']}]","[{'index': 0, 'begin': 0, 'pos': u'VERB', 'label': u'ROOT', 'content': u'walking', 'lemma': u'walk'}, {'index': 0, 'begin': 8, 'pos': u'ADP', 'label': u'PREP', 'content': u'into', 'lemma': u'into'}, {'index': 4, 'begin': 13, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 4, 'begin': 15, 'pos': u'NOUN', 'label': u'NN', 'content': u'pet', 'lemma': u'pet'}, {'index': 1, 'begin': 19, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'shop', 'lemma': u'shop'}]"
335,Thor,I need a horse!,"[{'content': u'I need a horse!', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}","[{'salience': 1, 'meta': {}, 'type': u'OTHER', 'name': u'horse', 'mentions': [u'horse']}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I'}, {'index': 1, 'begin': 2, 'pos': u'VERB', 'label': u'ROOT', 'content': u'need', 'lemma': u'need'}, {'index': 3, 'begin': 7, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 1, 'begin': 9, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'horse', 'lemma': u'horse'}, {'index': 1, 'begin': 14, 'pos': u'PUNCT', 'label': u'P', 'content': u'!', 'lemma': u'!'}]"
336,Pet Store Clerk,"We don't have horses. Just dogs, cats, birds.","[{'content': u""We don't have horses."", 'begin': 0, 'score': 0.1, 'magnitude': 0.1}, {'content': u'Just dogs, cats, birds.', 'begin': 22, 'score': 0.5, 'magnitude': 0.5}]","{'score': 0.3, 'magnitude': 0.7}","[{'salience': 0.5082668, 'meta': {}, 'type': u'OTHER', 'name': u'horses', 'mentions': [u'horses']}, {'salience': 0.23592146, 'meta': {}, 'type': u'OTHER', 'name': u'dogs', 'mentions': [u'dogs']}, {'salience': 0.17744096, 'meta': {}, 'type': u'OTHER', 'name': u'birds', 'mentions': [u'birds']}, {'salience': 0.078370765, 'meta': {}, 'type': u'OTHER', 'name': u'cats', 'mentions': [u'cats']}]","[{'index': 3, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'We', 'lemma': u'We'}, {'index': 3, 'begin': 3, 'pos': u'VERB', 'label': u'AUX', 'content': u'do', 'lemma': u'do'}, {'index': 3, 'begin': 5, 'pos': u'ADV', 'label': u'NEG', 'content': u""n't"", 'lemma': u""n't""}, {'index': 3, 'begin': 9, 'pos': u'VERB', 'label': u'ROOT', 'content': u'have', 'lemma': u'have'}, {'index': 3, 'begin': 14, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'horses', 'lemma': u'horse'}, {'index': 3, 'begin': 20, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 7, 'begin': 22, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'Just', 'lemma': u'Just'}, {'index': 7, 'begin': 27, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'dogs', 'lemma': u'dog'}, {'index': 7, 'begin': 31, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 7, 'begin': 33, 'pos': u'NOUN', 'label': u'APPOS', 'content': u'cats', 'lemma': u'cat'}, {'index': 7, 'begin': 37, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 7, 'begin': 39, 'pos': u'NOUN', 'label': u'APPOS', 'content': u'birds', 'lemma': u'bird'}, {'index': 7, 'begin': 44, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
337,Thor,Then give me one of those large enough to ride. [as Jane is taking Thor to get his hammer],"[{'content': u'Then give me one of those large enough to ride.', 'begin': 0, 'score': 0, 'magnitude': 0}, {'content': u'[as Jane is taking Thor to get his hammer]', 'begin': 48, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0, 'magnitude': 0.2}","[{'salience': 0.66698056, 'meta': {u'mid': u'/m/01twwq', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Thor'}, 'type': u'PERSON', 'name': u'Thor', 'mentions': [u'Thor']}, {'salience': 0.19883515, 'meta': {u'mid': u'/m/05d4ryq'}, 'type': u'PERSON', 'name': u'Jane', 'mentions': [u'Jane']}, {'salience': 0.1341843, 'meta': {}, 'type': u'CONSUMER_GOOD', 'name': u'hammer', 'mentions': [u'hammer']}]","[{'index': 1, 'begin': 0, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'Then', 'lemma': u'Then'}, {'index': 1, 'begin': 5, 'pos': u'VERB', 'label': u'ROOT', 'content': u'give', 'lemma': u'give'}, {'index': 1, 'begin': 10, 'pos': u'PRON', 'label': u'IOBJ', 'content': u'me', 'lemma': u'me'}, {'index': 1, 'begin': 13, 'pos': u'NUM', 'label': u'DOBJ', 'content': u'one', 'lemma': u'one'}, {'index': 3, 'begin': 17, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 4, 'begin': 20, 'pos': u'DET', 'label': u'POBJ', 'content': u'those', 'lemma': u'those'}, {'index': 5, 'begin': 26, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'large', 'lemma': u'large'}, {'index': 6, 'begin': 32, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'enough', 'lemma': u'enough'}, {'index': 9, 'begin': 39, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 6, 'begin': 42, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'ride', 'lemma': u'ride'}, {'index': 1, 'begin': 46, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 15, 'begin': 48, 'pos': u'PUNCT', 'label': u'P', 'content': u'[', 'lemma': u'['}, {'index': 15, 'begin': 49, 'pos': u'ADP', 'label': u'MARK', 'content': u'as', 'lemma': u'as'}, {'index': 15, 'begin': 52, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Jane', 'lemma': u'Jane'}, {'index': 15, 'begin': 57, 'pos': u'VERB', 'label': u'AUX', 'content': u'is', 'lemma': u'be'}, {'index': 15, 'begin': 60, 'pos': u'VERB', 'label': u'ROOT', 'content': u'taking', 'lemma': u'take'}, {'index': 15, 'begin': 67, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'Thor', 'lemma': u'Thor'}, {'index': 18, 'begin': 72, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 15, 'begin': 75, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'get', 'lemma': u'get'}, {'index': 20, 'begin': 79, 'pos': u'PRON', 'label': u'POSS', 'content': u'his', 'lemma': u'his'}, {'index': 18, 'begin': 83, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'hammer', 'lemma': u'hammer'}, {'index': 15, 'begin': 89, 'pos': u'PUNCT', 'label': u'P', 'content': u']', 'lemma': u']'}]"
338,Jane Foster,I've never done anything like this before. Have you ever done anything like this before?,"[{'content': u""I've never done anything like this before."", 'begin': 0, 'score': -0.2, 'magnitude': 0.2}, {'content': u'Have you ever done anything like this before?', 'begin': 43, 'score': 0, 'magnitude': 0}]","{'score': -0.1, 'magnitude': 0.3}","[{'salience': 1, 'meta': {}, 'type': u'OTHER', 'name': u'anything', 'mentions': [u'anything', u'anything']}]","[{'index': 3, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I'}, {'index': 3, 'begin': 1, 'pos': u'VERB', 'label': u'AUX', 'content': u""'ve"", 'lemma': u'have'}, {'index': 3, 'begin': 5, 'pos': u'ADV', 'label': u'NEG', 'content': u'never', 'lemma': u'never'}, {'index': 3, 'begin': 11, 'pos': u'VERB', 'label': u'ROOT', 'content': u'done', 'lemma': u'do'}, {'index': 3, 'begin': 16, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'anything', 'lemma': u'anything'}, {'index': 4, 'begin': 25, 'pos': u'ADP', 'label': u'PREP', 'content': u'like', 'lemma': u'like'}, {'index': 5, 'begin': 30, 'pos': u'DET', 'label': u'POBJ', 'content': u'this', 'lemma': u'this'}, {'index': 3, 'begin': 35, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'before', 'lemma': u'before'}, {'index': 3, 'begin': 41, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 12, 'begin': 43, 'pos': u'VERB', 'label': u'AUX', 'content': u'Have', 'lemma': u'Have'}, {'index': 12, 'begin': 48, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you'}, {'index': 12, 'begin': 52, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'ever', 'lemma': u'ever'}, {'index': 12, 'begin': 57, 'pos': u'VERB', 'label': u'ROOT', 'content': u'done', 'lemma': u'do'}, {'index': 12, 'begin': 62, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'anything', 'lemma': u'anything'}, {'index': 13, 'begin': 71, 'pos': u'ADP', 'label': u'PREP', 'content': u'like', 'lemma': u'like'}, {'index': 14, 'begin': 76, 'pos': u'DET', 'label': u'POBJ', 'content': u'this', 'lemma': u'this'}, {'index': 12, 'begin': 81, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'before', 'lemma': u'before'}, {'index': 12, 'begin': 87, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]"
339,Thor,Many times. But you're brave to do it.,"[{'content': u'Many times.', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}, {'content': u""But you're brave to do it."", 'begin': 12, 'score': 0.6, 'magnitude': 0.6}]","{'score': 0.4, 'magnitude': 0.8}","[{'salience': 1, 'meta': {}, 'type': u'OTHER', 'name': u'times', 'mentions': [u'times']}]","[{'index': 1, 'begin': 0, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'Many', 'lemma': u'Many'}, {'index': 1, 'begin': 5, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'times', 'lemma': u'time'}, {'index': 1, 'begin': 10, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 5, 'begin': 12, 'pos': u'CONJ', 'label': u'CC', 'content': u'But', 'lemma': u'But'}, {'index': 5, 'begin': 16, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you'}, {'index': 5, 'begin': 19, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'re"", 'lemma': u'be'}, {'index': 5, 'begin': 23, 'pos': u'ADJ', 'label': u'ACOMP', 'content': u'brave', 'lemma': u'brave'}, {'index': 8, 'begin': 29, 'pos': u'PRT', 'label': u'AUX', 'content': u'to', 'lemma': u'to'}, {'index': 6, 'begin': 32, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'do', 'lemma': u'do'}, {'index': 8, 'begin': 35, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'it', 'lemma': u'it'}, {'index': 5, 'begin': 37, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]"
